,Headlines,label
2901,"As Bullfighter Gains Honor, Peers Perceive a Grave Loss",-1
14392,"For a City in Gridlock, a Lifeline and a Scourge",-1
15815,San Francisco mother of 12-year-old boy who was mauled to death charged with child endangerment,-1
13217,Neville Chamberlain's War Diaries go on display,-1
6692,'Serious' terror threat in Mumbai; police hunt four suspected militants,-1
658,Use of Web Tracking Tool Raises Privacy Issue in Britain,-1
11595,All Downtown Is Inbounds When 3-on-3 Basketball Invades Spokane,-1
1507,US Navy aircraft crashes after Afghanistan mission,-1
10403,Three Yemeni troops killed in shooting,-1
5552,Makybe Diva wins the Melbourne Cup,-1
7686,Shooting in Finnish mall leaves four dead,-1
12944,Storms and Fires Kill 8 in South and Southwest,-1
10323,"Gas leak causes panic in Santa Cruz, Chile",-1
12264,Dubai leader Sheikh Maktoum bin Rashid Al Maktoum dead,-1
13096,Deaths Push Afghan War to the Fore for Germany,-1
5522,Inter lead race to snap-up Figo,-1
10591,"The Public, Not the Pro, Rules at Bethpage Black",-1
7117,Murderer of Dutch filmmaker van Gogh gets life term,-1
5861,"Sea lions take over dock at Moss Landing, California",-1
7538,Vanuatu hit by 7.2 magnitude earthquake,-1
3763,Australia First begins revival campaign,-1
12964,Pat Summitt Used Psychology With Some Fizz on Candace Parker,-1
12954,EU threatens to fine Microsoft for failing to open Windows Server,-1
7425,Largest exoplanet so far is discovered,-1
13118,A Streaky Phil Mickelson,-1
2506,"In Europe, Possible Survival Lessons for U.S. Papers",-1
14267,Honey bee decline spreading globally,-1
10246,Five kidnapped from Nigerian oil rig,-1
1353,Kidnappers of BBC reporter Alan Johnston deny his release,-1
9239,Shell Settles Houston Air Pollution Lawsuit,-1
11350,Ukraine Says 3 Tried to Sell Bomb Material,-1
3215,Kim Sets a Skating Record and Wins Her First World Title,-1
10679,Reports indicate Bush appointing friend to lead Plame inquiry,-1
14816,GMTV ends broadcasting in UK after 17 years,-1
3501,U.S. issues travel alert for Europe amidst fears of Al Qaeda attack,-1
13908,World's Tallest Geyser Erupts,-1
6512,The North Pole may possibly be ice free by summer,-1
14473,Rice offers to talk with Iran and Syria,-1
6414,EPA proposes using Clean Air Act to fight global warming,-1
9055,"David Cameron responds to rioting, promises changes on policing",-1
5410,Massive power failure hits Brazil,-1
3930,Six Fighters Set to Start Showtime Tournament,-1
2103,"Video of Beheading of Pole Held by Taliban Is Real, Official Says",-1
8309,Six Errors on the Path to  the Financial Crisis,-1
4541,European Court Seems to Rankle Kremlin,-1
13571,U.N. denied access to Guantanamo inmates,-1
3706,West Virginia Sends Pitt Home to Rest With Upset,-1
11275,"Couples thrashed for sitting in a park in Meerut, India",-1
9990,Bobby Charlton launches anti-landmine campaign,-1
14752,Polish authorities arrest Israeli agent,-1
12002,Tropical Storm Mirinae kills 90 in Vietnam,-1
13374,Two charged in Heathrow bomb threat,-1
4493,Quadrangle Facing Questions Over Pension Funds,-1
13638,Ice hockey: Blackhawks score two goals in 28 seconds to gain 2-0 series lead in the 2010 Stanley Cup Finals,-1
1260,Names of Australians killed in helicopter crash released,-1
8307,Want to Get More Work Done? Try a Bigger Screen,-1
6591,Parents Unable to Halt Cuts at Conserve School,-1
8419,Interview: Wikinewsie Kim Bruning discusses Wikimania,-1
8902,Iraqi Women Vie for Votes and Taste of Power,-1
3111,"US raids Iran 'liaison office', Russia says it is unacceptable",-1
15581,Karzai blames U.S. and Britain for increased opium production,-1
4554,"Facing German Suffering, and Not Looking Away",-1
3626,New Zealand MP to be present at state funeral of Gerald Ford,-1
5988,"Bloggers cite rumors of US ""secret war"" with Iran and Syria",-1
5750,Inquiry Focuses on Ex-Pension Official for Bush,-1
12730,Bloggers investigate social networking websites,-1
13907,Former Bosnian president arrested in London,-1
1135,Shoppers World hosts arts event,-1
5672,Mets Still Star in the Theater of Absurdity,-1
14743,Pakistan Navy fires test missiles,-1
10390,Arkansas Democratic party chairman assassinated by gunman,-1
11755,Arinze and Tettamanzi equal favorites as new Pope,-1
2319,Obama gives check to Clinton campaign,-1
11111,"In Village, Palestinians Face Gas With Rocks",-1
10537,Hurricane Jimena intensifies off Mexican coast,-1
632,Keeping Pitchers Under Thumb at World Baseball Classic,-1
14697,TD Financial to acquire Hudson United Bancorp,-1
5390,Former Formula 1 designer unveils new electric car,-1
5951,"Mozambique FRELIMO party to win elections, partial results indicate",-1
1837,"Former Canadian Prime Minister Brian Mulroney to release ""Memoirs: 1939-1993""",-1
4893,Obama Pushes Financial Regulatory Overhaul,-1
146,F.B.I. Lab Houses Growing Database of DNA Profiles,-1
317,US Senator Robert Byrd dies at age 92,-1
1532,"Bush speaks of goals for U.S. withdrawal from Iraq, decries calls for timetable",-1
6106,Senate rejects short-term extension of the USA PATRIOT Act,-1
501,Bomb blast damages buildings in Athens,-1
14488,"Amid Gloom, Obama Pledges a Recovery",-1
4489,U.S. Presidential candidate Michele Bachmann narrowly edges Ron Paul in Ames Straw Poll,-1
13633,Madoff Arrives at Federal Prison in North Carolina,-1
15769,Guard rail kills ten in Malaysian bus crash,-1
12220,Scientist Promotes Idea of Chaco Meridian in Southwest,-1
1868,N.B.A. and Union Are Discussing New Labor Deal,-1
4825,Biotech Firm to Liquidate Under Investor Pressure,-1
12161,"Apple releases new Magic Trackpad, updated iMacs and Mac Pros",-1
2356,European Aircraft Industry Seeks More Backing From Government,-1
13950,US unemployment rate down to ten percent,-1
3292,Annual rich list shows Ireland now has six billionaires,-1
5881,The Simpsons announces change in title sequence and move to HD,-1
241,Human rights group alleges U.S. prison ships,-1
14781,Economy in China Regains Robust Pace of Growth,-1
6487,Closure of Guantánamo prison will take longer than expected,-1
4474,Wikipedia plans to introduce new editing restrictions on articles,-1
5422,France votes no in EU referendum,-1
7178,Hurricane Bill gains strength over Atlantic,-1
14005,Bing Starts Strong and Keeps Climbing,-1
7215,"ETA set off car bomb in La Rioja, Spain",-1
12994,"Heavy storm hits Philippines, kills fourteen",-1
8746,A Revolving Door of Editors and Publishers,-1
15530,Australian Prime Minister's popularity at all time low,-1
6326,"Helping Hands Keep Alberto Arroyo, Jogging Pioneer at Central Park, Going",-1
8340,President Takes Campaign for Budget to California,-1
7363,Legislators Reject Palin Pick for Alaska Attorney General,-1
1301,Colombian Constitutional Court passes presidential re-election,-1
10475,Real IRA claims responsibility for gun attack,-1
8846,O. J. Simpson sentenced to 15 years in prison,-1
14079,Suspect in Ponzi Scheme Surrenders on Long Island,-1
4135,"Guns Go Silent After 24-Hour Face-Off in Baghdad, but Tensions Remain High",-1
3319,Past Corruption Taints New India,-1
866,Rare Centrist in State Senate Used Power to Shape Budget,-1
10322,Sondhi may face legal action from Thai Rak Thai party,-1
3256,Bodies Found but Mystery Lingers for Kin of Missing Women,-1
7828,Video game's secret sex scenes spark outrage,-1
1445,"California, Out of Money, Reels as Voters Rebuff Leaders",-1
10379,"Hussein enters ""not guilty"" plea at trial",-1
5541,South Korea and U.S. Joint Forces Raise Alert Level After the North Issues a Threat,-1
1678,China's Premier recognises government responsibility in milk incident,-1
15163,Dozens of cats removed from feces-ridden New Jersey house,-1
14956,UN: 4.8 million Ethiopians in need of food aid,-1
3511,Egypt Upsets Italy at Confederations Cup,-1
15778,Cuban tobacco grower Alejandro Robaina dies at age 91,-1
7981,Paris court jails rioters for attempted murder of police,-1
1616,Poison sue Capitol Records and EMI Music Marketing over royalties,-1
15474,The Best Two Days in Sports,-1
7163,Foreign investment rises in Romania by 19 percent,-1
5465,World Bank Cuts Forecast for Developed Economies,-1
5739,At least 60 killed in Iraq suicide bombings,-1
9986,"With Vote on F-22 Jet, Panel Defies a Veto Threat",-1
6853,Eric Rudolph pleads guilty to avoid death sentence,-1
8100,UEFA Champions League 2007/08: Celtic 1-1 Spartak Moscow,-1
10164,500 policemen seek drug dealers in Rio,-1
5817,"Well Ahead of Final Group at Masters, Woods and Mickelson Put On Show",-1
10116,Poll shows former U.S. Speaker Newt Gingrich as latest GOP presidential frontrunner,-1
12255,Malawi appeals for further humanitarian aid,-1
6932,UK Mobile Data Network Collapses,-1
4160,Serbian firefighters shot at from Kosovo,-1
14283,Snow Could Complicate Flood Recovery,-1
6111,"School closed after five-year-old boy dies from suspected swine flu in Buckinghamshire, England",-1
3864,Lehman Has One-Shot Lead Over Goosen in Transitions Championship,-1
14150,Baseball player Manny Ramirez retires after testing positive for performance-enhancing drug,-1
13501,"Massachusetts to set up ""village"" for Katrina evacs",-1
13644,"Sunni leader claims Iraq vote was a ""farce""",-1
1078,Baylor Stuns No. 11 Kansas in Big 12 Tournament,-1
15759,5.1 earthquake hits north of Tokyo,-1
10849,More Atheists Shout It From the Rooftops,-1
9591,Coulthard says Piquet should have been punished for F1 cheating,-1
2043,Loyalist rioting erupts in Belfast,-1
12146,Homeless man causes bomb scare at LaGuardia Airport in New York City,-1
14867,Yankees Rally to Beat Lidge and Phillies in Ninth,-1
3216,Pride in London 2013: in pictures,-1
10334,"On Fiery Birth of Israel, Memories of 2 Sides Speak",-1
13667,An angered Robert Novak exited set of CNN ''Inside Politics'' show,-1
6310,Valero Energy to Buy 7 Ethanol Plants,-1
161,"Forgoing Misadventures, Mets Go Quietly Instead",-1
874,Tom DeLay faces two new indictments for money laundering,-1
4015,New Reactors Must Handle Plane Strike,-1
15407,Iran tests more missiles as war games continue,-1
1922,Weeks of Wooing First Lady Pay Off for a New University,-1
10996,European Space Agency seeks volunteers for Mars simulation,-1
6132,One dead as Super Typhoon Megi makes landfall in Philippines,-1
1611,"First, Third or Outfield, Mets Want Tatis in a Position to Hit",-1
503,Winning British EuroMillions lottery ticket worth £56 million claimed,-1
9852,Group claims activists held in China after free Tibet protests,-1
14778,"In Indonesia, Islamists Lost Political Ground",-1
6447,Thornton Helps L.S.U. Edge Butler,-1
12330,13 Peruvian Troops Killed in Ambushes,-1
13422,"Christina McHale, Ranked 374th, Is  Ready for Australian Open",-1
14913,Foreigners Filling Jobs That Iraqis Often Shun,-1
9354,"Linux installed on 2,460 desktop computers in Italian schools",-1
4400,Algerian rebel group claims kidnapping of two Austrians in Tunisia,-1
10598,"President Mugabe bulldozes homes of 200,000 across Zimbabwe",-1
11515,NCAA Football: Three Gopher players arrested following rape allegations,-1
1636,The Strange Season of David Wright,-1
8051,New Enterprise Linux distribution on the horizon,-1
9479,Australian government under fire over Haneef visa decision,-1
11640,"Rupert Murdoch: Blair says BBC ""hates America""",-1
4796,From Serving in Iraq to White House Receptionist,-1
7317,No evidence of engine fire at Aeroflot-Nord Flight 821 crash site,-1
7500,Agriculture's impact on human evolution clarified,-1
9484,Keeping the News Crawl Running During Ad Breaks,-1
1912,Another Killing in Region Bordering Chechnya,-1
9782,Global youth conference on genocide begins in Kigali,-1
6547,Indonesian parliament approves privatising of three major state firms,-1
6153,Australia Moves Cautiously in Effort to Free Executive Detained in China,-1
12350,At least eight dead after drone strikes in Pakistan,-1
8194,Che Guevara's ''Motorcycle Diaries'' companion dies,-1
9521,B.U. Defenseman Wins Hobey Baker and Eyes National Title,-1
1014,"As Giants Pack Up, Issues and Chagrin Linger",-1
1307,Low Turnout May Mar Congo Republic Election,-1
4647,Australian opposition vows to disrupt parliament on Fridays,-1
3020,Still Missing: A Trophy for Tiger,-1
7514,"United Kingdom, Czech Republic suspend referendums on EU constitution",-1
11609,Nokia and Intel to Work Together on Mobile Computing,-1
2258,"Seven-year-old raises £100,000 for Haiti in sponsored bike ride",-1
13164,"Black Eyed Peas to release new album, 'I Gotta Feeling' reaches six million downloads",-1
15263,Confidential EU report about Israels annexation of East Jerusalem,-1
4204,Bangkok hit with further New Year bomb blasts,-1
11840,P1 Pico Projector Stands Out From a Small Crowd,-1
9890,Utah mine co-owner: this will be the last chance for the missing miners,-1
6179,Consumer Prices Remained Steady in April,-1
4996,Former Taiwanese President Chen Shui-bian detained,-1
13074,Friendship Born at Harvard Goes on to White House,-1
2207,Two French journalists kidnapped by Somali gunmen,-1
9044,Tour de France: Gert Steegmans wins stage 2,-1
525,2008 Taipei Game Show review: Variations differ from past years,-1
11465,Taliban in Pakistan captures convoy bound for NATO troops,-1
5888,BBC DJ duo break radio record,-1
15288,"Depending on Context, Bird Couples Sing in Harmony or Discord",-1
1253,"Despite Red Flags, Judges Ran Kickback Scheme for Years",-1
15900,"$1,000 reward offered for answer from US President",-1
1300,Explosion in Russia kills 10: authorities suspect Chechen involvement,-1
12856,American professional wrestler Karl Von Hess dies at the age of 90,-1
3338,Veteran Trainer Larry Jones Is Walking Off Into the Sunset,-1
8041,Seventeen arrested after party on London Underground,-1
8970,Militant factions clash in Somalia,-1
14383,Argentina start with 2-1 win in Group C,-1
5033,Six Flags in Talks to Avoid Filing for Bankruptcy,-1
5441,At least 15 die after boat sinks in Macedonian lake,-1
1157,Japan earthquake shifts Earth's axis 10 centimetres,-1
1951,Obama to ask for special BP claims fund over oil spill,-1
13275,Bill Clinton to visit Romania,-1
15145,"Brazilian footballer, ex-policeman among seven arrested for 'barbaric' murder",-1
985,Maoist Rebels Kill 27 Indian Police Officers in Ambush,-1
10589,F.D.A. Approves a Stem Cell Trial,-1
11024,Dozens killed after gunmen storm Turkish wedding reception,-1
5222,"Brookfield, Wisconsin man charged with stealing toilet and urinal parts",-1
6507,Woman Linked to Sanford Comments on E-Mail,-1
7366,Solar car travels around the world,-1
